Date,Open,High,Low,Close,Volume
2021-07-09,27739.42,28000.02,27419.40,27940.42,82300000
2021-07-12,28412.70,28595.12,28405.60,28569.02,55500000
2021-07-13,28713.82,28852.31,28699.04,28718.24,49800000
2021-07-14,28517.31,28696.80,28482.82,28608.49,54800000
2021-07-15,28539.32,28571.72,28240.21,28279.09,53200000
2021-07-16,28039.26,28201.30,27847.35,28003.08,50400000
2021-07-19,27663.40,27792.52,27493.63,27652.74,49900000
2021-07-20,27351.80,27564.52,27330.15,27388.16,63000000
2021-07-21,27747.06,27882.43,27438.07,27548.00,51400000
2021-07-26,27990.47,28036.47,27786.44,27833.29,54500000
2021-07-27,27911.93,28036.23,27862.69,27970.22,51700000
2021-07-28,27674.99,27809.86,27466.99,27581.66,57100000
2021-07-29,27722.61,27798.05,27663.41,27782.42,67800000
2021-07-30,27677.89,27699.35,27272.49,27283.59,70600000
2021-08-02,27493.32,27834.60,27493.32,27781.02,60100000
2021-08-03,27580.03,27724.45,27492.40,27641.83,57900000
2021-08-04,27612.90,27636.34,27488.74,27584.08,67500000
2021-08-05,27526.67,27741.55,27526.67,27728.12,55900000
2021-08-06,27709.22,27888.87,27709.22,27820.04,56400000
2021-08-10,27887.03,28128.61,27808.54,27888.15,61400000
2021-08-11,28045.84,28146.68,27974.99,28070.51,67100000
2021-08-12,28177.20,28279.80,28006.31,28015.02,57900000
2021-08-13,28038.96,28070.00,27949.33,27977.15,55800000
2021-08-16,27806.11,27833.21,27427.38,27523.19,57200000
2021-08-17,27666.94,27750.39,27424.47,27424.47,49600000
2021-08-18,27418.08,27671.57,27347.77,27585.91,50100000
2021-08-19,27398.58,27504.80,27255.58,27281.17,65100000
2021-08-20,27238.45,27316.79,26954.81,27013.25,75800000
2021-08-23,27193.10,27541.63,27193.10,27494.24,56800000
2021-08-24,27653.23,27817.89,27653.23,27732.10,57100000
2021-08-25,27768.13,27897.72,27684.05,27724.80,51500000
2021-08-26,27793.63,27828.28,27684.50,27742.29,48500000
2021-08-27,27581.24,27670.66,27481.23,27641.14,49200000
2021-08-30,27867.60,27921.55,27656.63,27789.29,58600000
2021-08-31,27690.77,28158.95,27602.21,28089.54,75900000
2021-09-01,28179.04,28457.67,28179.04,28451.02,64800000
2021-09-02,28522.46,28626.20,28412.91,28543.51,60100000
2021-09-03,28626.48,29149.65,28607.87,29128.11,74900000
2021-09-06,29501.22,29705.04,29469.35,29659.89,68300000
2021-09-07,29883.92,30048.23,29838.43,29916.14,75200000
2021-09-08,29819.55,30241.87,29787.13,30181.21,82500000
2021-09-09,29959.21,30097.56,29909.92,30008.19,78800000
2021-09-10,30089.45,30381.84,30064.02,30381.84,88800000
2021-09-13,30372.02,30447.37,30229.01,30447.37,64600000
2021-09-14,30584.77,30795.78,30504.81,30670.10,79100000
2021-09-15,30464.17,30573.41,30347.30,30511.71,68600000
2021-09-16,30606.15,30622.39,30202.51,30323.34,69900000
2021-09-17,30387.54,30541.99,30358.93,30500.05,97900000
2021-09-21,30021.25,30051.00,29832.52,29839.71,76300000
2021-09-22,29744.73,29868.10,29573.88,29639.40,69000000
2021-09-24,30141.61,30276.38,30110.30,30248.81,84600000
2021-09-27,30277.82,30414.61,30197.40,30240.06,74600000
2021-09-28,30142.38,30207.63,30001.99,30183.96,89800000
2021-09-29,29611.92,29679.26,29329.16,29544.29,94700000
2021-09-30,29569.19,29622.27,29311.34,29452.66,99000000
2021-10-01,29235.11,29393.67,28680.73,28771.07,82200000
2021-10-04,29044.47,29046.06,28343.58,28444.89,76400000
2021-10-05,28050.39,28058.67,27460.29,27822.12,88200000
2021-10-06,28033.91,28209.82,27293.62,27528.87,100200000
2021-10-07,27665.97,28015.11,27607.97,27678.21,79600000
2021-10-08,28031.37,28321.35,28018.89,28048.94,82700000
2021-10-11,27977.57,28581.36,27893.32,28498.20,72300000
2021-10-12,28458.88,28468.88,28166.38,28230.61,66300000
2021-10-13,28085.44,28364.99,27993.46,28140.28,63900000
2021-10-14,28264.41,28576.68,28234.01,28550.93,64800000
2021-10-15,28787.26,29082.35,28726.22,29068.63,66300000
2021-10-18,29093.82,29144.33,28924.40,29025.46,62600000
2021-10-19,29117.28,29272.49,29075.37,29215.52,57600000
2021-10-20,29385.95,29489.11,29222.32,29255.55,66100000
2021-10-21,29152.74,29220.82,28688.78,28708.58,59100000
2021-10-22,28578.53,28989.50,28546.57,28804.85,60200000
2021-10-25,28527.13,28668.70,28472.55,28600.41,62700000
2021-10-26,28927.61,29160.76,28893.95,29106.01,72800000
2021-10-27,29056.01,29139.22,28870.25,29098.24,70600000
2021-10-28,28871.61,28895.11,28693.06,28820.09,142800000
2021-10-29,28819.16,29000.65,28475.06,28892.69,104500000
2021-11-01,29330.68,29666.83,29267.63,29647.08,76700000
2021-11-02,29462.40,29599.57,29457.18,29520.90,71100000
2021-11-04,29859.74,29880.81,29718.78,29794.37,90400000
2021-11-05,29840.73,29840.73,29504.07,29611.57,73500000
2021-11-08,29735.45,29735.45,29507.05,29507.05,68300000
2021-11-09,29557.55,29750.46,29240.31,29285.46,65000000
2021-11-10,29209.06,29296.88,29079.77,29106.78,63900000
2021-11-11,29046.19,29336.03,29040.08,29277.86,60600000
2021-11-12,29381.45,29661.22,29381.45,29609.97,68400000
2021-11-15,29807.37,29861.88,29718.21,29776.80,60400000
2021-11-16,29749.71,29960.93,29681.25,29808.12,62000000
2021-11-17,29906.68,29909.97,29623.79,29688.33,63900000
2021-11-18,29597.93,29715.95,29402.57,29598.66,65400000
2021-11-19,29641.05,29768.54,29589.19,29745.87,65600000
2021-11-22,29618.55,29806.49,29542.29,29774.11,58800000
2021-11-24,29663.45,29758.05,29212.93,29302.66,69500000
2021-11-25,29469.65,29570.42,29444.45,29499.28,50700000
2021-11-26,29324.47,29332.99,28605.61,28751.62,72900000
2021-11-29,28337.96,28776.34,28187.12,28283.92,85900000
2021-11-30,28611.73,28718.70,27819.14,27821.76,140700000
2021-12-01,27866.73,28106.30,27594.01,27935.62,80900000
2021-12-02,27716.20,27938.55,27644.96,27753.37,77400000
2021-12-03,27841.05,28029.57,27588.61,28029.57,71900000
2021-12-06,28069.96,28081.04,27693.91,27927.37,61700000
2021-12-07,28138.82,28618.46,27961.66,28455.60,78300000
2021-12-08,28792.89,28897.44,28621.47,28860.62,72000000
2021-12-09,28827.32,28908.29,28725.47,28725.47,54400000
2021-12-10,28542.50,28699.01,28392.87,28437.77,63400000
2021-12-13,28705.26,28793.32,28593.45,28640.49,53500000
2021-12-14,28554.86,28672.96,28309.67,28432.64,55200000
2021-12-15,28358.47,28525.83,28358.47,28459.72,55900000
2021-12-16,28868.37,29070.08,28782.19,29066.32,60300000
2021-12-17,28854.60,28904.94,28503.08,28545.68,84400000
2021-12-20,28325.46,28441.51,27893.18,27937.81,65200000
2021-12-21,28309.60,28533.74,28226.43,28517.59,55800000
2021-12-22,28614.06,28673.77,28473.85,28562.21,44700000
2021-12-23,28703.01,28798.37,28640.15,28798.37,43600000
2021-12-24,28836.05,28870.13,28773.50,28782.59,35900000
2021-12-27,28786.33,28805.28,28658.82,28676.46,37500000
2021-12-28,28953.32,29121.01,28879.68,29069.16,47000000
2021-12-29,28995.73,29106.28,28729.61,28906.88,44700000
2021-12-30,28794.24,28904.42,28579.49,28791.71,40400000
2022-01-04,29098.41,29323.79,28954.56,29301.79,66000000
2022-01-05,29288.80,29388.16,29204.45,29332.16,78600000
2022-01-06,29136.75,29158.95,28487.87,28487.87,71600000
2022-01-07,28711.53,28813.09,28293.70,28478.56,75200000
2022-01-11,28380.90,28473.47,28089.49,28222.48,73700000
2022-01-12,28449.53,28814.31,28427.60,28765.66,72500000
2022-01-13,28658.22,28660.45,28444.96,28489.13,69900000
2022-01-14,28246.99,28252.96,27889.21,28124.28,82100000
2022-01-17,28332.72,28449.99,28274.18,28333.52,54500000
2022-01-18,28451.34,28690.34,28129.66,28257.25,71300000
2022-01-19,27928.89,27958.17,27314.41,27467.23,84300000
2022-01-20,27401.43,27882.53,27217.59,27772.93,74000000
2022-01-21,27404.36,27586.42,27129.61,27522.26,72700000
2022-01-24,27258.45,27627.60,27203.33,27588.37,61000000
2022-01-25,27466.82,27493.75,26890.94,27131.34,77000000
2022-01-26,27105.98,27184.54,26858.68,27011.33,60500000
2022-01-27,27139.88,27193.59,26044.52,26170.30,88700000
2022-01-28,26429.85,26764.85,26289.69,26717.34,76000000
2022-01-31,26690.60,27134.57,26541.65,27001.98,78300000
2022-02-01,27167.14,27410.79,27016.71,27078.48,81100000
2022-02-02,27302.99,27564.62,27289.16,27533.60,85200000
2022-02-03,27330.96,27357.33,27165.93,27241.31,81100000
2022-02-04,27095.90,27455.98,27075.99,27439.99,79600000
2022-02-07,27327.63,27369.68,27085.32,27248.87,77100000
2022-02-08,27318.30,27461.33,27280.25,27284.52,76600000
2022-02-09,27488.65,27633.10,27405.88,27579.87,93500000
2022-02-10,27818.10,27880.70,27575.07,27696.08,82900000
2022-02-14,27305.92,27325.50,26947.65,27079.59,79800000
2022-02-15,27183.56,27205.20,26724.91,26865.19,76200000
2022-02-16,27269.05,27486.09,27227.24,27460.40,64100000
2022-02-17,27431.42,27438.74,27080.92,27232.87,67800000
2022-02-18,26895.16,27216.16,26792.54,27122.07,63500000
2022-02-21,26771.58,26998.47,26549.00,26910.87,52900000
2022-02-22,26515.45,26550.14,26243.73,26449.61,67300000
2022-02-24,26281.35,26357.58,25775.64,25970.82,93500000
2022-02-25,26213.20,26481.60,26160.19,26476.50,77600000
2022-02-28,26457.52,26644.56,26262.63,26526.82,91100000
2022-03-01,26836.74,27013.26,26821.75,26844.72,74000000
2022-03-02,26532.20,26585.30,26313.72,26393.03,87700000
2022-03-03,26628.87,26704.85,26496.72,26577.27,74800000
2022-03-04,26421.85,26421.85,25774.28,25985.47,93500000
2022-03-07,25634.09,25640.41,25006.26,25221.41,105400000
2022-03-08,24974.35,25291.33,24767.33,24790.95,114700000
2022-03-09,24876.49,25084.08,24681.74,24717.53,91500000
2022-03-10,25108.47,25720.31,25099.85,25690.40,95200000
2022-03-11,25495.03,25503.65,24966.50,25162.78,89600000
2022-03-14,25338.64,25631.01,25299.64,25307.85,72600000
2022-03-15,25228.53,25441.67,25219.13,25346.48,73200000
2022-03-16,25574.90,25824.94,25470.46,25762.01,82300000
2022-03-17,26170.38,26702.94,26152.89,26652.89,89600000
2022-03-18,26649.50,26862.43,26592.98,26827.43,108200000
2022-03-22,27091.32,27284.47,27076.33,27224.11,98000000
2022-03-23,27606.79,28056.20,27604.37,28040.16,88200000
2022-03-24,27693.77,28110.39,27624.62,28110.39,71600000
2022-03-25,28338.81,28338.81,27946.79,28149.84,67400000
2022-03-28,28084.08,28084.08,27812.67,27943.89,65300000
2022-03-29,28173.43,28252.42,28063.92,28252.42,77700000
2022-03-30,28250.80,28281.45,27736.27,28027.25,83400000
2022-03-31,27809.97,28101.68,27763.96,27821.43,78600000
2022-04-01,27624.11,27738.31,27399.48,27665.98,66800000
2022-04-04,27685.65,27754.24,27578.81,27736.47,50300000
2022-04-05,27965.94,27965.94,27662.28,27787.98,64300000
2022-04-06,27533.88,27549.67,27214.61,27350.30,68700000
2022-04-07,27032.42,27042.49,26801.79,26888.57,71100000
2022-04-08,27097.05,27185.23,26764.36,26985.80,78100000
2022-04-11,26877.60,27004.50,26720.46,26821.52,73500000
2022-04-12,26606.87,26674.86,26304.08,26334.98,75300000
2022-04-13,26436.06,26885.87,26429.47,26843.49,71600000
2022-04-14,26925.64,27200.89,26890.68,27172.00,61800000
2022-04-15,26932.48,27203.77,26784.92,27093.19,51500000
2022-04-18,26831.45,26851.80,26571.38,26799.71,48300000
2022-04-19,27096.49,27100.59,26777.71,26985.09,60500000
2022-04-20,27210.79,27389.84,27066.18,27217.85,72300000
2022-04-21,27259.14,27580.64,27252.83,27553.06,62300000
2022-04-22,27197.80,27205.83,26904.38,27105.26,58500000
2022-04-25,26692.48,26764.48,26487.84,26590.78,62700000
2022-04-26,26743.21,26808.99,26592.99,26700.11,64300000
2022-04-27,26313.14,26406.62,26051.04,26386.63,97300000
2022-04-28,26430.28,26876.95,26348.36,26847.90,86700000
2022-05-02,26851.10,26964.59,26610.86,26818.53,74500000
2022-05-06,26784.29,27072.59,26543.29,27003.56,98500000
2022-05-09,26705.32,26732.61,26309.22,26319.34,79500000
2022-05-10,26149.06,26246.63,25773.83,26167.10,80800000
2022-05-11,26045.38,26290.62,26003.26,26213.64,85900000
2022-05-12,25945.04,26028.36,25688.11,25748.72,91200000
2022-05-13,25918.80,26479.93,25904.40,26427.65,103800000
2022-05-16,26753.37,26836.96,26438.61,26547.05,87000000
2022-05-17,26555.23,26709.26,26440.62,26659.75,78900000
2022-05-18,26826.82,27053.18,26741.34,26911.20,74700000
2022-05-19,26435.32,26458.85,26150.09,26402.84,74500000
2022-05-20,26448.23,26769.20,26426.99,26739.03,76300000
2022-05-23,26991.42,27047.47,26832.65,27001.52,65000000
2022-05-24,27005.43,27005.43,26736.01,26748.14,67400000
2022-05-25,26711.53,26795.89,26578.03,26677.80,72300000
2022-05-26,26685.02,26898.75,26597.97,26604.84,64500000
2022-05-27,26947.80,26996.70,26731.60,26781.68,69300000
2022-05-30,27092.82,27401.24,27057.20,27369.43,97000000
2022-05-31,27318.09,27463.33,27250.70,27279.80,141800000
2022-06-01,27295.63,27482.31,27295.42,27457.89,75800000
2022-06-02,27340.52,27450.47,27251.24,27413.88,63600000
2022-06-03,27660.62,27776.33,27614.86,27761.57,63700000
2022-06-06,27549.64,27979.54,27523.95,27915.89,56800000
2022-06-07,27984.79,28094.73,27863.38,27943.95,68300000
2022-06-08,28100.26,28234.29,28089.78,28234.29,78700000
2022-06-09,28189.35,28389.75,28189.35,28246.53,80300000
2022-06-10,27996.35,28044.45,27795.17,27824.29,79700000
2022-06-13,27369.66,27389.30,26948.22,26987.44,71400000
2022-06-14,26555.75,26657.92,26357.90,26629.86,75000000
2022-06-15,26625.68,26638.76,26321.68,26326.16,72700000
2022-06-16,26715.52,26947.70,26431.20,26431.20,67800000
2022-06-17,25988.20,26072.35,25720.80,25963.00,115200000
2022-06-20,26156.62,26156.62,25520.23,25771.22,72200000
2022-06-21,26070.92,26418.84,25972.28,26246.31,65400000
2022-06-22,26441.72,26462.83,26149.17,26149.55,66400000
2022-06-23,26134.89,26401.97,26039.57,26171.25,65700000
2022-06-24,26228.42,26519.16,26148.56,26491.97,72600000
2022-06-27,26741.80,26938.43,26665.44,26871.27,65800000
2022-06-28,26795.68,27062.31,26789.50,27049.47,73400000
2022-06-29,26814.23,26858.68,26687.47,26804.60,101100000
2022-06-30,26753.28,26753.28,26324.31,26393.04,86100000
2022-07-01,26460.71,26531.24,25841.75,25935.62,81700000
2022-07-04,26086.78,26258.86,25945.83,26153.81,68700000
2022-07-05,26386.23,26532.51,26294.84,26423.47,62800000
2022-07-06,26190.40,26298.96,26051.19,26107.65,89700000
2022-07-07,26280.94,26533.65,26136.99,26490.53,80700000
2022-07-08,26623.85,26881.75,26510.53,26517.19,89300000
2022-07-11,26892.73,27062.17,26710.59,26812.30,68500000
2022-07-12,26701.00,26718.67,26278.28,26336.66,64400000
2022-07-13,26403.79,26543.07,26389.10,26478.77,54100000
2022-07-14,26357.32,26713.07,26312.79,26643.39,60600000
2022-07-15,26736.08,26857.77,26571.38,26788.47,65500000
2022-07-19,27003.83,27043.58,26791.71,26961.68,59400000
2022-07-20,27295.95,27692.85,27295.95,27680.26,66700000
2022-07-21,27627.88,27803.00,27549.56,27803.00,56700000
2022-07-22,27773.14,27952.25,27701.25,27914.66,60100000
2022-07-25,27697.77,27848.59,27663.16,27699.25,46500000
2022-07-26,27682.20,27715.78,27538.39,27655.21,50000000
2022-07-27,27575.16,27772.97,27525.09,27715.75,51100000
2022-07-28,27909.15,28015.68,27651.99,27815.48,83500000
2022-07-29,27915.22,28001.80,27725.24,27801.64,79300000
2022-08-01,27813.82,27993.35,27751.59,27993.35,71900000
2022-08-02,27812.48,27830.58,27530.60,27594.73,71800000
2022-08-03,27673.00,27837.63,27634.65,27741.90,72300000
2022-08-04,27930.94,28005.59,27870.05,27932.20,83100000
2022-08-05,27915.06,28190.04,27910.22,28175.87,71300000
2022-08-08,28050.09,28279.12,28047.08,28249.24,66100000
2022-08-09,28236.84,28257.34,27966.91,27999.96,64900000
2022-08-10,27955.11,27964.96,27729.46,27819.33,59900000
2022-08-12,28251.74,28546.98,28207.86,28546.98,89600000
